20,800
0.466791,0.6751,127010,1.27358,131604,270069
0.467962,0.676844,127313,1.27661,131904,269767
0.469124,0.678589,127616,1.27964,132204,269466
0.470276,0.680333,127918,1.28266,132504,269165
0.471417,0.682078,128220,1.28569,132804,268864
0.472548,0.683822,128522,1.28871,133103,268564
0.473669,0.685567,128824,1.29173,133402,268263
0.474778,0.687311,129125,1.29474,133702,267963
0.475877,0.689056,129427,1.29776,134001,267663
0.476966,0.6908,129728,1.30078,134299,267363
0.478043,0.692544,130029,1.30379,134598,267063
0.479111,0.694289,130330,1.3068,134897,266764
0.480167,0.696033,130631,1.30981,135195,266464
0.481213,0.697778,130932,1.31282,135493,266165
0.482249,0.699522,131232,1.31583,135791,265866
0.483275,0.701267,131533,1.31883,136089,265567
0.484292,0.703011,131833,1.32184,136387,265268
0.485298,0.704756,132133,1.32484,136684,264969
0.486296,0.7065,132433,1.32784,136981,264671
0.487284,0.708244,132732,1.33084,137278,264373
0.488264,0.709989,133032,1.33383,137575,264075
0.489235,0.711733,133331,1.33683,137872,263777
0.490199,0.713478,133630,1.33982,138169,263479
0.491155,0.715222,133929,1.34281,138465,263181
0.492104,0.716967,134228,1.3458,138761,262884
0.493047,0.718711,134527,1.34879,139057,262587
0.493983,0.720456,134825,1.35178,139353,262290
0.494914,0.7222,135124,1.35476,139649,261993
0.495839,0.723944,135422,1.35775,139945,261696
0.49676,0.725689,135720,1.36073,140240,261399
0.497677,0.727433,136018,1.36371,140535,261103
0.49859,0.729178,136315,1.36668,140830,260807
0.499499,0.730922,136613,1.36966,141125,260511
0.500406,0.732667,136910,1.37264,141420,260215
0.501311,0.734411,137207,1.37561,141714,259919
0.502215,0.736156,137504,1.37858,142009,259624
0.503117,0.7379,137801,1.38155,142303,259328
0.504018,0.739644,138097,1.38452,142597,259033
0.50492,0.741389,138394,1.38748,142890,258738
0.505822,0.743133,138690,1.39045,143184,258444
0.506725,0.744878,138986,1.39341,143478,258149
0.507629,0.746622,139282,1.39637,143771,257855
0.508535,0.748367,139578,1.39933,144064,257560
0.509444,0.750111,139873,1.40229,144357,257266
0.510355,0.751856,140169,1.40524,144649,256972
0.51127,0.7536,140464,1.40819,144942,256679
0.512188,0.755344,140759,1.41115,145234,256385
0.51311,0.757089,141054,1.4141,145526,256092
0.514037,0.758833,141348,1.41704,145818,255798
0.514968,0.760578,141643,1.41999,146110,255505
0.515904,0.762322,141937,1.42294,146402,255213
0.516846,0.764067,142231,1.42588,146693,254920
0.517793,0.765811,142525,1.42882,146984,254628
0.518746,0.767556,142819,1.43176,147275,254335
0.519706,0.7693,143112,1.4347,147566,254043
0.520671,0.771044,143406,1.43763,147857,253751
0.521644,0.772789,143699,1.44057,148148,253459
0.522622,0.774533,143992,1.4435,148438,253168
0.523608,0.776278,144285,1.44643,148728,252877
0.524601,0.778022,144578,1.44936,149018,252585
0.5256,0.779767,144870,1.45228,149308,252294
0.526607,0.781511,145163,1.45521,149597,252004
0.52762,0.783256,145455,1.45813,149887,251713
0.528641,0.785,145747,1.46105,150176,251422
0.529668,0.786744,146038,1.46397,150465,251132
0.530703,0.788489,146330,1.46689,150754,250842
0.531744,0.790233,146621,1.46981,151042,250552
0.532792,0.791978,146913,1.47272,151331,250263
0.533847,0.793722,147204,1.47563,151619,249973
0.534908,0.795467,147495,1.47854,151907,249684
0.535976,0.797211,147785,1.48145,152195,249395
0.53705,0.798956,148076,1.48436,152483,249106
0.538129,0.8007,148366,1.48726,152770,248817
0.539215,0.802444,148656,1.49016,153058,248528
0.540305,0.804189,148946,1.49307,153345,248240
0.541401,0.805933,149236,1.49596,153632,247952
0.542502,0.807678,149526,1.49886,153918,247664
0.543607,0.809422,149815,1.50176,154205,247376
0.544717,0.811167,150104,1.50465,154491,247088
0.54583,0.812911,150393,1.50754,154777,246801
0.546947,0.814656,150682,1.51043,155063,246513
0.548067,0.8164,150971,1.51332,155349,246226
0.54919,0.818144,151259,1.51621,155635,245940
0.550316,0.819889,151547,1.51909,155920,245653
0.551443,0.821633,151835,1.52197,156205,245366
0.552573,0.823378,152123,1.52485,156490,245080
0.553703,0.825122,152411,1.52773,156775,244794
0.554835,0.826867,152698,1.53061,157060,244508
0.555967,0.828611,152986,1.53348,157344,244222
0.5571,0.830356,153273,1.53635,157629,243937
0.558232,0.8321,153560,1.53923,157913,243651
0.559364,0.833844,153847,1.54209,158196,243366
0.560495,0.835589,154133,1.54496,158480,243081
0.561625,0.837333,154419,1.54783,158764,242796
0.562753,0.839078,154706,1.55069,159047,242512
0.563878,0.840822,154992,1.55355,159330,242228
0.565002,0.842567,155277,1.55641,159613,241943
0.566123,0.844311,155563,1.55927,159895,241659
0.567241,0.846056,155848,1.56212,160178,241376
0.568356,0.8478,156134,1.56498,160460,241092
0.569467,0.849544,156419,1.56783,160742,240809
0.570574,0.851289,156703,1.57068,161024,240525
0.571677,0.853033,156988,1.57352,161306,240242
0.572775,0.854778,157272,1.57637,161587,239960
0.573869,0.856522,157557,1.57921,161869,239677
0.574959,0.858267,157841,1.58206,162150,239395
0.576043,0.860011,158125,1.5849,162430,239112
0.577121,0.861756,158408,1.58773,162711,238830
0.578195,0.8635,158692,1.59057,162992,238549
0.579263,0.865244,158975,1.5934,163272,238267
0.580325,0.866989,159258,1.59624,163552,237985
0.581381,0.868733,159541,1.59907,163832,237704
0.582431,0.870478,159823,1.60189,164112,237423
0.583476,0.872222,160106,1.60472,164391,237142
0.584514,0.873967,160388,1.60754,164670,236862
0.585547,0.875711,160670,1.61037,164949,236581
0.586573,0.877456,160952,1.61319,165228,236301
0.587593,0.8792,161234,1.616,165507,236021
0.588607,0.880944,161515,1.61882,165785,235741
0.589616,0.882689,161797,1.62163,166064,235462
0.590618,0.884433,162078,1.62445,166342,235182
0.591614,0.886178,162359,1.62726,166620,234903
0.592605,0.887922,162639,1.63006,166897,234624
0.59359,0.889667,162920,1.63287,167175,234345
0.594569,0.891411,163200,1.63567,167452,234067
0.595543,0.893156,163480,1.63848,167729,233788
0.596512,0.8949,163760,1.64128,168006,233510
0.597476,0.896644,164040,1.64408,168282,233232
0.598435,0.898389,164319,1.64687,168559,232954
0.599389,0.900133,164598,1.64967,168835,232677
0.600339,0.901878,164877,1.65246,169111,232399
0.601284,0.903622,165156,1.65525,169387,232122
0.602226,0.905367,165435,1.65804,169662,231845
0.603164,0.907111,165713,1.66082,169938,231568
0.604098,0.908856,165992,1.6636,170213,231292
0.605029,0.9106,166270,1.66639,170488,231015
0.605957,0.912344,166548,1.66917,170763,230739
0.606882,0.914089,166825,1.67194,171037,230463
0.607804,0.915833,167103,1.67472,171312,230188
0.608725,0.917578,167380,1.67749,171586,229912
0.609643,0.919322,167657,1.68027,171860,229637
0.61056,0.921067,167934,1.68303,172133,229362
0.611476,0.922811,168210,1.6858,172407,229087
0.61239,0.924556,168487,1.68857,172680,228812
0.613304,0.9263,168763,1.69133,172953,228537
0.614217,0.928044,169039,1.69409,173226,228263
0.61513,0.929789,169315,1.69685,173499,227989
0.616042,0.931533,169590,1.69961,173771,227715
0.616956,0.933278,169866,1.70236,174043,227442
0.617869,0.935022,170141,1.70512,174315,227168
0.618784,0.936767,170416,1.70787,174587,226895
0.619699,0.938511,170691,1.71062,174859,226622
0.620616,0.940256,170965,1.71336,175130,226349
0.621534,0.942,171240,1.71611,175401,226076
0.622454,0.943744,171514,1.71885,175672,225804
0.623376,0.945489,171788,1.72159,175943,225532
0.624299,0.947233,172061,1.72433,176214,225260
0.625226,0.948978,172335,1.72707,176484,224988
0.626154,0.950722,172608,1.7298,176754,224717
0.627086,0.952467,172881,1.73253,177024,224445
0.62802,0.954211,173154,1.73526,177294,224174
0.628957,0.955956,173427,1.73799,177563,223903
0.629897,0.9577,173699,1.74072,177832,223633
0.630841,0.959444,173971,1.74344,178102,223362
0.631787,0.961189,174244,1.74616,178370,223092
0.632737,0.962933,174515,1.74888,178639,222822
0.633691,0.964678,174787,1.7516,178907,222552
0.634648,0.966422,175058,1.75431,179176,222282
0.635608,0.968167,175330,1.75703,179443,222013
0.636572,0.969911,175600,1.75974,179711,221744
0.63754,0.971656,175871,1.76245,179979,221475
0.638511,0.9734,176142,1.76515,180246,221206
0.639486,0.975144,176412,1.76786,180513,220937
0.640464,0.976889,176682,1.77056,180780,220669
0.641446,0.978633,176952,1.77326,181047,220401
0.642432,0.980378,177222,1.77596,181313,220133
0.64342,0.982122,177491,1.77865,181579,219865
0.644413,0.983867,177761,1.78135,181845,219598
0.645408,0.985611,178030,1.78404,182111,219330
0.646407,0.987356,178298,1.78673,182377,219063
0.647408,0.9891,178567,1.78941,182642,218797
0.648413,0.990844,178835,1.7921,182907,218530
0.64942,0.992589,179104,1.79478,183172,218264
0.65043,0.994333,179372,1.79746,183437,217997
0.651443,0.996078,179639,1.80014,183701,217732
0.652458,0.997822,179907,1.80282,183966,217466
0.653475,0.999567,180174,1.80549,184230,217200
0.654494,1.00131,180441,1.80817,184493,216935
0.655515,1.00306,180708,1.81084,184757,216670
0.656538,1.0048,180975,1.8135,185020,216405
0.657562,1.00654,181241,1.81617,185283,216140
0.658588,1.00829,181508,1.81883,185546,215876
0.659614,1.01003,181774,1.82149,185809,215612
0.660642,1.01178,182039,1.82415,186072,215348
0.66167,1.01352,182305,1.82681,186334,215084
0.662699,1.01527,182570,1.82946,186596,214821
0.663728,1.01701,182835,1.83212,186858,214557
0.664758,1.01876,183100,1.83477,187119,214294
0.665787,1.0205,183365,1.83741,187381,214031
0.666816,1.02224,183630,1.84006,187642,213769
0.667844,1.02399,183894,1.8427,187903,213506
0.668872,1.02573,184158,1.84535,188163,213244
0.669899,1.02748,184422,1.84798,188424,212982
0.670924,1.02922,184685,1.85062,188684,212720
0.671949,1.03097,184949,1.85326,188944,212459
0.672972,1.03271,185212,1.85589,189204,212197
0.673994,1.03446,185475,1.85852,189463,211936
0.675013,1.0362,185737,1.86115,189723,211675
0.676031,1.03794,186000,1.86377,189982,211415
0.677047,1.03969,186262,1.8664,190241,211154
0.67806,1.04143,186524,1.86902,190500,210894
0.679071,1.04318,186786,1.87164,190758,210634
0.68008,1.04492,187048,1.87425,191016,210375
0.681086,1.04667,187309,1.87687,191274,210115
0.682089,1.04841,187570,1.87948,191532,209856
0.683089,1.05016,187831,1.88209,191789,209597
0.684087,1.0519,188092,1.8847,192047,209338
0.685081,1.05364,188352,1.88731,192304,209079
0.686072,1.05539,188613,1.88991,192561,208821
0.68706,1.05713,188873,1.89251,192817,208563
0.688044,1.05888,189132,1.89511,193074,208305
0.689025,1.06062,189392,1.89771,193330,208047
0.690003,1.06237,189651,1.9003,193586,207790
0.690978,1.06411,189910,1.90289,193842,207532
0.691949,1.06586,190169,1.90548,194097,207275
0.692916,1.0676,190428,1.90807,194352,207018
0.69388,1.06934,190686,1.91066,194607,206762
0.694841,1.07109,190945,1.91324,194862,206506
0.695798,1.07283,191203,1.91582,195117,206249
0.696752,1.07458,191460,1.9184,195371,205994
0.697702,1.07632,191718,1.92097,195625,205738
0.69865,1.07807,191975,1.92355,195879,205483
0.699593,1.07981,192232,1.92612,196133,205227
0.700534,1.08156,192489,1.92869,196386,204972
0.701471,1.0833,192746,1.93126,196639,204718
0.702406,1.08504,193002,1.93382,196892,204463
0.703337,1.08679,193259,1.93639,197145,204209
0.704266,1.08853,193514,1.93895,197397,203955
0.705191,1.09028,193770,1.9415,197650,203701
0.706114,1.09202,194026,1.94406,197902,203447
0.707035,1.09377,194281,1.94661,198153,203194
0.707953,1.09551,194536,1.94916,198405,202941
0.708868,1.09726,194791,1.95171,198656,202688
0.709781,1.099,195045,1.95426,198907,202435
0.710693,1.10074,195300,1.9568,199158,202183
0.711602,1.10249,195554,1.95935,199409,201931
0.712509,1.10423,195808,1.96189,199659,201679
0.713415,1.10598,196061,1.96442,199909,201427
0.714319,1.10772,196315,1.96696,200159,201176
0.715221,1.10947,196568,1.96949,200409,200924
0.716123,1.11121,196821,1.97202,200658,200673
0.717023,1.11296,197074,1.97455,200908,200422
0.717922,1.1147,197326,1.97708,201157,200172
0.718821,1.11644,197578,1.9796,201405,199922
0.719718,1.11819,197830,1.98212,201654,199671
0.720615,1.11993,198082,1.98464,201902,199422
0.721512,1.12168,198334,1.98716,202150,199172
0.722408,1.12342,198585,1.98967,202398,198923
0.723305,1.12517,198836,1.99218,202646,198673
0.724201,1.12691,199087,1.99469,202893,198424
0.725097,1.12866,199338,1.9972,203140,198176
0.725994,1.1304,199588,1.9997,203387,197927
0.726891,1.13214,199838,2.00221,203634,197679
0.727788,1.13389,200088,2.00471,203880,197431
0.728686,1.13563,200338,2.0072,204126,197183
0.729585,1.13738,200587,2.0097,204372,196936
0.730484,1.13912,200837,2.01219,204618,196688
0.731385,1.14087,201086,2.01468,204863,196441
0.732286,1.14261,201334,2.01717,205108,196195
0.733189,1.14436,201583,2.01966,205353,195948
0.734092,1.1461,201831,2.02214,205598,195702
0.734997,1.14784,202079,2.02462,205843,195456
0.735903,1.14959,202327,2.0271,206087,195210
0.736811,1.15133,202575,2.02958,206331,194964
0.73772,1.15308,202822,2.03205,206575,194719
0.738631,1.15482,203069,2.03452,206818,194474
0.739543,1.15657,203316,2.03699,207061,194229
0.740457,1.15831,203563,2.03946,207304,193984
0.741372,1.16006,203809,2.04193,207547,193740
0.742289,1.1618,204055,2.04439,207790,193495
0.743207,1.16354,204301,2.04685,208032,193251
0.744128,1.16529,204547,2.04931,208274,193008
0.74505,1.16703,204792,2.05176,208516,192764
0.745973,1.16878,205038,2.05421,208758,192521
0.746898,1.17052,205283,2.05667,208999,192278
0.747825,1.17227,205527,2.05911,209240,192035
0.748753,1.17401,205772,2.06156,209481,191793
0.749683,1.17576,206016,2.064,209722,191550
0.750614,1.1775,206260,2.06644,209962,191308
0.751547,1.17924,206504,2.06888,210202,191066
0.752482,1.18099,206748,2.07132,210442,190825
0.753417,1.18273,206991,2.07375,210682,190584
0.754354,1.18448,207234,2.07618,210922,190342
0.755293,1.18622,207477,2.07861,211161,190102
0.756232,1.18797,207719,2.08104,211400,189861
0.757173,1.18971,207962,2.08346,211638,189621
0.758114,1.19146,208204,2.08589,211877,189381
0.759057,1.1932,208446,2.08831,212115,189141
0.76,1.19494,208687,2.09072,212353,188901
0.760944,1.19669,208929,2.09314,212591,188662
0.761889,1.19843,209170,2.09555,212828,188422
0.762835,1.20018,209411,2.09796,213066,188184
0.763781,1.20192,209652,2.10037,213303,187945
0.764727,1.20367,209892,2.10277,213540,187706
0.765674,1.20541,210132,2.10517,213776,187468
0.766621,1.20716,210372,2.10757,214012,187230
0.767568,1.2089,210612,2.10997,214248,186993
0.768515,1.21064,210851,2.11237,214484,186755
0.769462,1.21239,211091,2.11476,214720,186518
0.770408,1.21413,211330,2.11715,214955,186281
0.771355,1.21588,211568,2.11954,215190,186044
0.772301,1.21762,211807,2.12193,215425,185808
0.773246,1.21937,212045,2.12431,215660,185571
0.774191,1.22111,212283,2.12669,215894,185335
0.775136,1.22286,212521,2.12907,216128,185100
0.776079,1.2246,212758,2.13144,216362,184864
0.777022,1.22634,212996,2.13382,216596,184629
0.777963,1.22809,213233,2.13619,216829,184394
0.778904,1.22983,213470,2.13856,217062,184159
0.779843,1.23158,213706,2.14092,217295,183925
0.780781,1.23332,213943,2.14329,217528,183690
0.781718,1.23507,214179,2.14565,217760,183456
0.782653,1.23681,214414,2.14801,217992,183222
0.783587,1.23856,214650,2.15036,218224,182989
0.78452,1.2403,214885,2.15272,218456,182756
0.785451,1.24204,215120,2.15507,218687,182522
0.78638,1.24379,215355,2.15742,218918,182290
0.787307,1.24553,215590,2.15977,219149,182057
0.788233,1.24728,215824,2.16211,219380,181825
0.789157,1.24902,216058,2.16445,219610,181593
0.790079,1.25077,216292,2.16679,219840,181361
0.790999,1.25251,216526,2.16913,220070,181129
0.791918,1.25426,216759,2.17146,220300,180898
0.792834,1.256,216992,2.17379,220529,180667
0.793748,1.25774,217225,2.17612,220758,180436
0.794661,1.25949,217458,2.17845,220987,180205
0.795571,1.26123,217690,2.18078,221216,179975
0.796479,1.26298,217923,2.1831,221445,179745
0.797386,1.26472,218154,2.18542,221673,179515
0.79829,1.26647,218386,2.18773,221901,179285
0.799192,1.26821,218618,2.19005,222128,179056
0.800093,1.26996,218849,2.19236,222356,178827
0.800991,1.2717,219080,2.19467,222583,178598
0.801887,1.27344,219310,2.19698,222810,178369
0.802781,1.27519,219541,2.19928,223037,178141
0.803674,1.27693,219771,2.20159,223263,177913
0.804564,1.27868,220001,2.20389,223489,177685
0.805453,1.28042,220231,2.20618,223715,177457
0.80634,1.28217,220460,2.20848,223941,177230
0.807225,1.28391,220689,2.21077,224166,177003
0.808108,1.28566,220918,2.21306,224391,176776
0.80899,1.2874,221147,2.21535,224616,176549
0.80987,1.28914,221375,2.21763,224841,176323
0.810748,1.29089,221604,2.21992,225066,176097
0.811625,1.29263,221832,2.2222,225290,175871
0.8125,1.29438,222059,2.22447,225514,175645
0.813374,1.29612,222287,2.22675,225737,175420
0.814247,1.29787,222514,2.22902,225961,175195
0.815118,1.29961,222741,2.23129,226184,174970
0.815988,1.30136,222968,2.23356,226407,174745
0.816857,1.3031,223194,2.23582,226630,174521
0.817725,1.30484,223420,2.23809,226852,174297
0.818592,1.30659,223646,2.24035,227074,174073
0.819458,1.30833,223872,2.2426,227296,173849
0.820323,1.31008,224097,2.24486,227518,173626
0.821187,1.31182,224323,2.24711,227739,173403
0.822051,1.31357,224548,2.24936,227961,173180
0.822914,1.31531,224772,2.25161,228181,172957
0.823776,1.31706,224997,2.25385,228402,172735
0.824638,1.3188,225221,2.2561,228623,172512
0.825499,1.32054,225445,2.25834,228843,172291
0.82636,1.32229,225669,2.26058,229063,172069
0.82722,1.32403,225892,2.26281,229282,171848
0.828081,1.32578,226115,2.26504,229502,171626
0.828941,1.32752,226338,2.26727,229721,171406
0.829801,1.32927,226561,2.2695,229940,171185
0.830661,1.33101,226784,2.27173,230159,170965
0.831521,1.33276,227006,2.27395,230377,170744
0.83238,1.3345,227228,2.27617,230595,170525
0.833241,1.33624,227450,2.27839,230813,170305
0.834101,1.33799,227671,2.2806,231031,170086
0.834961,1.33973,227892,2.28281,231248,169866
0.835822,1.34148,228113,2.28502,231465,169648
0.836683,1.34322,228334,2.28723,231682,169429
0.837544,1.34497,228554,2.28944,231899,169211
0.838405,1.34671,228775,2.29164,232115,168992
0.839267,1.34846,228994,2.29384,232331,168775
0.84013,1.3502,229214,2.29604,232547,168557
0.840993,1.35194,229434,2.29823,232763,168340
0.841856,1.35369,229653,2.30042,232978,168123
0.84272,1.35543,229872,2.30261,233193,167906
0.843584,1.35718,230090,2.3048,233408,167689
0.844449,1.35892,230309,2.30698,233623,167473
0.845315,1.36067,230527,2.30917,233837,167257
0.84618,1.36241,230745,2.31135,234051,167041
0.847047,1.36416,230963,2.31352,234265,166825
0.847914,1.3659,231180,2.3157,234479,166610
0.848782,1.36764,231397,2.31787,234692,166395
0.84965,1.36939,231614,2.32004,234905,166180
0.850519,1.37113,231831,2.32221,235118,165965
0.851388,1.37288,232047,2.32437,235331,165751
0.852258,1.37462,232264,2.32653,235543,165537
0.853128,1.37637,232479,2.32869,235755,165323
0.853999,1.37811,232695,2.33085,235967,165110
0.85487,1.37986,232911,2.333,236178,164896
0.855742,1.3816,233126,2.33516,236390,164683
0.856614,1.38334,233341,2.33731,236601,164471
0.857487,1.38509,233555,2.33945,236811,164258
0.858359,1.38683,233770,2.3416,237022,164046
0.859233,1.38858,233984,2.34374,237232,163834
0.860106,1.39032,234198,2.34588,237442,163622
0.86098,1.39207,234411,2.34801,237652,163410
0.861854,1.39381,234625,2.35015,237862,163199
